SystemCodeNumber,Occupancy,Capacity,QueueLength,TrafficConditionNearby,rate,Hour,PriceLevel_Model3,Timestamp
BHMBCCTHL01,393,387,2,low,1.0155038759689923,15,Low,2016-12-12 15:29:00
BHMBCCTHL01,373,387,3,low,0.9638242894056848,15,Low,2016-12-12 15:56:00
BHMBCCTHL01,350,387,2,low,0.9043927648578811,16,Low,2016-12-12 16:29:00
BHMBCCTHL01,192,387,2,low,0.49612403100775193,8,Medium,2016-12-13 08:02:00
BHMBCCTHL01,209,387,3,average,0.5400516795865633,8,Medium,2016-12-13 08:29:00
BHMBCCTHL01,245,387,2,low,0.6330749354005168,9,Medium,2016-12-13 09:02:00
BHMBCCTHL01,273,387,2,low,0.7054263565891473,9,Medium,2016-12-13 09:29:00
BHMBCCTHL01,316,387,2,low,0.8165374677002584,9,Low,2016-12-13 09:55:00
BHMBCCTHL01,344,387,4,average,0.8888888888888888,10,Low,2016-12-13 10:29:00
BHMBCCTHL01,374,387,6,average,0.9664082687338501,11,High,2016-12-13 11:02:00
BHMBCCTHL01,392,387,5,average,1.0129198966408268,11,Low,2016-12-13 11:29:00
BHMBCCTHL01,385,387,7,high,0.9948320413436692,12,High,2016-12-13 12:02:00
BHMBCCTHL01,401,387,7,high,1.0361757105943152,12,High,2016-12-13 12:29:00
BHMBCCTHL01,402,387,7,high,1.0387596899224807,13,High,2016-12-13 13:02:00
BHMBCCTHL01,398,387,5,average,1.028423772609819,13,Low,2016-12-13 13:55:00
BHMBCCTHL01,384,387,4,average,0.9922480620155039,14,Low,2016-12-13 14:29:00
BHMBCCTHL01,358,387,4,average,0.9250645994832042,14,Low,2016-12-13 14:56:00
BHMBCCTHL01,347,387,2,low,0.896640826873385,15,Low,2016-12-13 15:28:00
BHMBCCTHL01,329,387,3,average,0.8501291989664083,16,Low,2016-12-13 16:02:00
BHMBCCTHL01,319,387,2,low,0.8242894056847545,16,Low,2016-12-13 16:29:00
BHMBCCTHL01,208,387,1,average,0.537467700258398,8,Medium,2016-12-14 08:03:00
BHMBCCTHL01,243,387,2,low,0.627906976744186,8,Medium,2016-12-14 08:43:00
BHMBCCTHL01,269,387,3,average,0.6950904392764858,9,Medium,2016-12-14 09:03:00
BHMBCCTHL01,308,387,3,average,0.7958656330749354,9,Low,2016-12-14 09:29:00
BHMBCCTHL01,362,387,4,low,0.9354005167958657,10,Low,2016-12-14 10:02:00
BHMBCCTHL01,390,387,6,high,1.0077519379844961,10,High,2016-12-14 10:30:00
BHMBCCTHL01,393,387,5,average,1.0155038759689923,11,Low,2016-12-14 11:30:00
BHMBCCTHL01,397,387,8,high,1.0258397932816536,12,High,2016-12-14 12:02:00
BHMBCCTHL01,395,387,8,high,1.020671834625323,12,High,2016-12-14 12:30:00
BHMBCCTHL01,397,387,7,high,1.0258397932816536,13,High,2016-12-14 13:03:00
BHMBCCTHL01,395,387,7,high,1.020671834625323,13,High,2016-12-14 13:29:00
BHMBCCTHL01,402,387,5,average,1.0387596899224807,14,Low,2016-12-14 14:03:00
BHMBCCTHL01,394,387,4,average,1.0180878552971577,14,Low,2016-12-14 14:30:00
BHMBCCTHL01,394,387,6,high,1.0180878552971577,14,High,2016-12-14 14:56:00
BHMBCCTHL01,391,387,2,low,1.0103359173126616,15,Low,2016-12-14 15:30:00
BHMBCCTHL01,385,387,3,low,0.9948320413436692,15,Low,2016-12-14 15:56:00
BHMBCCTHL01,372,387,2,low,0.9612403100775194,16,Low,2016-12-14 16:30:00
BHMBCCTHL01,151,387,2,average,0.39018087855297157,7,Medium,2016-12-15 07:57:00
BHMBCCTHL01,176,387,2,low,0.45478036175710596,8,Medium,2016-12-15 08:30:00
BHMBCCTHL01,207,387,2,low,0.5348837209302325,9,Medium,2016-12-15 09:03:00
BHMBCCTHL01,244,387,3,average,0.6304909560723514,9,Medium,2016-12-15 09:30:00
BHMBCCTHL01,275,387,2,low,0.710594315245478,9,Medium,2016-12-15 09:57:00
BHMBCCTHL01,316,387,4,average,0.8165374677002584,10,Low,2016-12-15 10:30:00
BHMBCCTHL01,353,387,5,average,0.9121447028423773,11,Low,2016-12-15 11:03:00
BHMBCCTHL01,379,387,5,average,0.979328165374677,11,Low,2016-12-15 11:26:00
BHMBCCTHL01,399,387,8,high,1.0310077519379846,12,High,2016-12-15 12:00:00
BHMBCCTHL01,400,387,8,high,1.0335917312661498,12,High,2016-12-15 12:26:00
BHMBCCTHL01,401,387,8,high,1.0361757105943152,13,High,2016-12-15 13:00:00
BHMBCCTHL01,402,387,7,high,1.0387596899224807,13,High,2016-12-15 13:26:00
BHMBCCTHL01,403,387,4,average,1.041343669250646,14,Low,2016-12-15 14:00:00
BHMBCCTHL01,402,387,4,average,1.0387596899224807,14,Low,2016-12-15 14:26:00
BHMBCCTHL01,399,387,3,average,1.0310077519379846,15,Low,2016-12-15 15:00:00
BHMBCCTHL01,391,387,3,low,1.0103359173126616,15,Low,2016-12-15 15:26:00
BHMBCCTHL01,378,387,1,low,0.9767441860465116,16,Low,2016-12-15 16:03:00
BHMBCCTHL01,363,387,1,low,0.937984496124031,16,Low,2016-12-15 16:30:00
BHMBCCTHL01,170,387,2,low,0.4392764857881137,7,Medium,2016-12-16 07:59:00
BHMBCCTHL01,193,387,2,low,0.49870801033591733,8,Medium,2016-12-16 08:30:00
BHMBCCTHL01,217,387,2,low,0.5607235142118863,9,Medium,2016-12-16 09:03:00
BHMBCCTHL01,252,387,2,low,0.6511627906976745,9,Medium,2016-12-16 09:30:00
BHMBCCTHL01,293,387,2,low,0.7571059431524548,10,Low,2016-12-16 10:03:00
BHMBCCTHL01,327,387,3,low,0.8449612403100775,10,Low,2016-12-16 10:29:00
BHMBCCTHL01,348,387,5,average,0.8992248062015504,11,Low,2016-12-16 11:03:00
BHMBCCTHL01,370,387,5,average,0.9560723514211886,11,Low,2016-12-16 11:30:00
BHMBCCTHL01,388,387,5,average,1.0025839793281655,11,Low,2016-12-16 11:56:00
BHMBCCTHL01,402,387,8,high,1.0387596899224807,12,High,2016-12-16 12:30:00
BHMBCCTHL01,403,387,8,high,1.041343669250646,12,High,2016-12-16 12:56:00
BHMBCCTHL01,402,387,7,high,1.0387596899224807,13,High,2016-12-16 13:30:00
BHMBCCTHL01,402,387,5,average,1.0387596899224807,13,Low,2016-12-16 13:56:00
BHMBCCTHL01,395,387,5,high,1.020671834625323,14,Low,2016-12-16 14:30:00
BHMBCCTHL01,396,387,4,average,1.0232558139534884,14,Low,2016-12-16 14:56:00
BHMBCCTHL01,387,387,3,low,1.0,15,Low,2016-12-16 15:30:00
BHMBCCTHL01,389,387,3,average,1.0051679586563307,16,Low,2016-12-16 16:03:00
BHMBCCTHL01,378,387,2,low,0.9767441860465116,16,Low,2016-12-16 16:30:00
BHMBCCTHL01,125,387,2,average,0.32299741602067183,7,Medium,2016-12-17 07:59:00
BHMBCCTHL01,135,387,1,low,0.3488372093023256,8,Medium,2016-12-17 08:26:00
BHMBCCTHL01,168,387,2,low,0.43410852713178294,9,Medium,2016-12-17 09:00:00
BHMBCCTHL01,220,387,2,low,0.5684754521963824,9,Medium,2016-12-17 09:26:00
BHMBCCTHL01,276,387,3,low,0.7131782945736435,9,Medium,2016-12-17 09:59:00
BHMBCCTHL01,290,387,3,average,0.7493540051679587,10,Medium,2016-12-17 10:33:00
BHMBCCTHL01,309,387,5,average,0.7984496124031008,11,Low,2016-12-17 11:00:00
BHMBCCTHL01,318,387,5,average,0.8217054263565892,11,Low,2016-12-17 11:33:00
BHMBCCTHL01,344,387,8,high,0.8888888888888888,12,High,2016-12-17 12:00:00
BHMBCCTHL01,383,387,8,high,0.9896640826873385,12,High,2016-12-17 12:26:00
BHMBCCTHL01,397,387,7,high,1.0258397932816536,13,High,2016-12-17 13:00:00
BHMBCCTHL01,402,387,7,high,1.0387596899224807,13,High,2016-12-17 13:27:00
BHMBCCTHL01,402,387,4,average,1.0387596899224807,14,Low,2016-12-17 14:00:00
BHMBCCTHL01,402,387,6,high,1.0387596899224807,14,High,2016-12-17 14:30:00
BHMBCCTHL01,403,387,3,low,1.041343669250646,15,Low,2016-12-17 15:03:00
BHMBCCTHL01,400,387,2,low,1.0335917312661498,15,Low,2016-12-17 15:30:00
BHMBCCTHL01,402,387,3,average,1.0387596899224807,15,Low,2016-12-17 15:57:00
BHMBCCTHL01,401,387,2,low,1.0361757105943152,16,Low,2016-12-17 16:30:00
BHMBCCTHL01,146,387,3,average,0.3772609819121447,8,Medium,2016-12-18 08:03:00
BHMBCCTHL01,150,387,2,low,0.3875968992248062,8,Medium,2016-12-18 08:30:00
BHMBCCTHL01,157,387,3,low,0.40568475452196384,8,Medium,2016-12-18 08:56:00
BHMBCCTHL01,173,387,3,average,0.4470284237726098,9,Medium,2016-12-18 09:30:00
BHMBCCTHL01,215,387,4,average,0.5555555555555556,9,Medium,2016-12-18 09:56:00
BHMBCCTHL01,269,387,5,average,0.6950904392764858,10,Medium,2016-12-18 10:30:00
BHMBCCTHL01,346,387,10,high,0.8940568475452196,11,High,2016-12-18 11:03:00
BHMBCCTHL01,386,387,6,average,0.9974160206718347,11,High,2016-12-18 11:30:00
BHMBCCTHL01,403,387,11,high,1.041343669250646,12,High,2016-12-18 12:03:00
BHMBCCTHL01,403,387,11,high,1.041343669250646,12,High,2016-12-18 12:30:00
BHMBCCTHL01,402,387,12,high,1.0387596899224807,12,High,2016-12-18 12:56:00
BHMBCCTHL01,402,387,10,high,1.0387596899224807,13,High,2016-12-18 13:30:00
BHMBCCTHL01,402,387,5,average,1.0387596899224807,14,Low,2016-12-18 14:03:00
BHMBCCTHL01,402,387,6,average,1.0387596899224807,14,High,2016-12-18 14:30:00
BHMBCCTHL01,402,387,5,average,1.0387596899224807,14,Low,2016-12-18 14:56:00
BHMBCCTHL01,402,387,3,low,1.0387596899224807,15,Low,2016-12-18 15:30:00
BHMBCCTHL01,388,387,3,low,1.0025839793281655,16,Low,2016-12-18 16:03:00
BHMBCCTHL01,365,387,3,low,0.9431524547803618,16,Low,2016-12-18 16:30:00
BHMBCCTHL01,138,387,1,low,0.35658914728682173,8,Medium,2016-12-19 08:03:00
BHMBCCTHL01,150,387,1,low,0.3875968992248062,8,Medium,2016-12-19 08:30:00
BHMBCCTHL01,184,387,2,low,0.4754521963824289,9,Medium,2016-12-19 09:03:00
BHMBCCTHL01,229,387,3,low,0.5917312661498708,9,Medium,2016-12-19 09:30:00
BHMBCCTHL01,265,387,2,low,0.6847545219638242,9,Medium,2016-12-19 09:56:00
BHMBCCTHL01,314,387,3,average,0.8113695090439277,10,Low,2016-12-19 10:30:00
BHMBCCTHL01,355,387,5,average,0.917312661498708,11,Low,2016-12-19 11:03:00
BHMBCCTHL01,394,387,5,average,1.0180878552971577,11,Low,2016-12-19 11:30:00
BHMBCCTHL01,395,387,8,high,1.020671834625323,12,High,2016-12-19 12:03:00
BHMBCCTHL01,397,387,8,high,1.0258397932816536,12,High,2016-12-19 12:30:00
BHMBCCTHL01,397,387,5,average,1.0258397932816536,13,Low,2016-12-19 13:03:00
BHMBCCTHL01,399,387,7,high,1.0310077519379846,13,High,2016-12-19 13:30:00
BHMBCCTHL01,399,387,4,average,1.0310077519379846,14,Low,2016-12-19 14:03:00
BHMBCCTHL01,401,387,4,average,1.0361757105943152,14,Low,2016-12-19 14:30:00
BHMBCCTHL01,399,387,3,low,1.0310077519379846,15,Low,2016-12-19 15:03:00
BHMBCCTHL01,402,387,3,low,1.0387596899224807,15,Low,2016-12-19 15:29:00
BHMBCCTHL01,392,387,3,average,1.0129198966408268,16,Low,2016-12-19 16:03:00
BHMBCCTHL01,387,387,2,low,1.0,16,Low,2016-12-19 16:30:00
BHMEURBRD01,117,470,2,low,0.24893617021276596,7,Low,2016-10-04 07:59:00
BHMEURBRD01,174,470,1,low,0.3702127659574468,8,Medium,2016-10-04 08:25:00
BHMEURBRD01,269,470,2,low,0.5723404255319149,8,Medium,2016-10-04 08:59:00
BHMEURBRD01,351,470,3,low,0.7468085106382979,9,Medium,2016-10-04 09:32:00
BHMEURBRD01,397,470,2,low,0.8446808510638298,9,Low,2016-10-04 09:59:00
BHMEURBRD01,430,470,3,low,0.9148936170212766,10,Low,2016-10-04 10:26:00
BHMEURBRD01,458,470,6,high,0.9744680851063829,10,High,2016-10-04 10:59:00
BHMEURBRD01,464,470,5,average,0.9872340425531915,11,Low,2016-10-04 11:25:00
BHMEURBRD01,460,470,5,average,0.9787234042553191,11,Low,2016-10-04 11:59:00
BHMEURBRD01,464,470,8,high,0.9872340425531915,12,High,2016-10-04 12:29:00
BHMEURBRD01,458,470,8,high,0.9744680851063829,13,High,2016-10-04 13:02:00
BHMEURBRD01,450,470,8,high,0.9574468085106383,13,High,2016-10-04 13:29:00
BHMEURBRD01,446,470,4,average,0.948936170212766,14,Low,2016-10-04 14:02:00
BHMEURBRD01,433,470,4,average,0.9212765957446809,14,Low,2016-10-04 14:29:00
BHMEURBRD01,426,470,4,average,0.9063829787234042,14,Low,2016-10-04 14:57:00
BHMEURBRD01,411,470,3,low,0.874468085106383,15,Low,2016-10-04 15:30:00
BHMEURBRD01,376,470,3,low,0.8,16,Low,2016-10-04 16:04:00
BHMEURBRD01,325,470,2,low,0.6914893617021277,16,Medium,2016-10-04 16:31:00
BHMEURBRD01,127,470,1,low,0.2702127659574468,7,Low,2016-10-05 07:57:00
BHMEURBRD01,201,470,2,low,0.4276595744680851,8,Medium,2016-10-05 08:30:00
BHMEURBRD01,283,470,2,low,0.6021276595744681,9,Medium,2016-10-05 09:04:00
BHMEURBRD01,347,470,2,low,0.7382978723404255,9,Medium,2016-10-05 09:30:00
BHMEURBRD01,383,470,3,low,0.8148936170212766,10,Low,2016-10-05 10:04:00
BHMEURBRD01,404,470,4,average,0.8595744680851064,10,Low,2016-10-05 10:30:00
BHMEURBRD01,420,470,5,average,0.8936170212765957,11,Low,2016-10-05 11:04:00
BHMEURBRD01,429,470,8,high,0.9127659574468086,11,High,2016-10-05 11:30:00
BHMEURBRD01,447,470,8,high,0.951063829787234,12,High,2016-10-05 12:04:00
BHMEURBRD01,450,470,9,high,0.9574468085106383,12,High,2016-10-05 12:30:00
BHMEURBRD01,451,470,8,high,0.9595744680851064,12,High,2016-10-05 12:57:00
BHMEURBRD01,454,470,8,high,0.9659574468085106,13,High,2016-10-05 13:30:00
BHMEURBRD01,455,470,5,average,0.9680851063829787,13,Low,2016-10-05 13:57:00
BHMEURBRD01,447,470,4,average,0.951063829787234,14,Low,2016-10-05 14:30:00
BHMEURBRD01,435,470,4,average,0.925531914893617,14,Low,2016-10-05 14:57:00
BHMEURBRD01,403,470,3,low,0.8574468085106383,15,Low,2016-10-05 15:30:00
BHMEURBRD01,374,470,2,low,0.7957446808510639,16,Low,2016-10-05 16:04:00
BHMEURBRD01,335,470,2,low,0.7127659574468085,16,Medium,2016-10-05 16:30:00
BHMEURBRD01,128,470,1,average,0.2723404255319149,7,Low,2016-10-06 07:57:00
BHMEURBRD01,199,470,1,low,0.42340425531914894,8,Medium,2016-10-06 08:30:00
BHMEURBRD01,284,470,2,low,0.6042553191489362,8,Medium,2016-10-06 08:57:00
BHMEURBRD01,337,470,2,low,0.7170212765957447,9,Medium,2016-10-06 09:30:00
BHMEURBRD01,388,470,3,low,0.825531914893617,10,Low,2016-10-06 10:03:00
BHMEURBRD01,424,470,4,average,0.902127659574468,10,Low,2016-10-06 10:30:00
BHMEURBRD01,441,470,4,average,0.9382978723404255,10,Low,2016-10-06 10:57:00
BHMEURBRD01,450,470,7,high,0.9574468085106383,11,High,2016-10-06 11:30:00
BHMEURBRD01,460,470,8,high,0.9787234042553191,12,High,2016-10-06 12:04:00
BHMEURBRD01,465,470,8,high,0.9893617021276596,12,High,2016-10-06 12:30:00
BHMEURBRD01,459,470,8,high,0.9765957446808511,12,High,2016-10-06 12:57:00
BHMEURBRD01,460,470,8,high,0.9787234042553191,13,High,2016-10-06 13:30:00
BHMEURBRD01,455,470,5,average,0.9680851063829787,13,Low,2016-10-06 13:57:00
BHMEURBRD01,438,470,4,average,0.9319148936170213,14,Low,2016-10-06 14:30:00
BHMEURBRD01,429,470,2,low,0.9127659574468086,15,Low,2016-10-06 15:04:00
BHMEURBRD01,403,470,2,low,0.8574468085106383,15,Low,2016-10-06 15:31:00
BHMEURBRD01,393,470,2,low,0.8361702127659575,16,Low,2016-10-06 16:04:00
BHMEURBRD01,347,470,1,low,0.7382978723404255,16,Medium,2016-10-06 16:30:00
BHMEURBRD01,121,470,2,low,0.2574468085106383,8,Low,2016-10-07 08:03:00
BHMEURBRD01,189,470,2,low,0.4021276595744681,8,Medium,2016-10-07 08:30:00
BHMEURBRD01,263,470,3,average,0.5595744680851064,9,Medium,2016-10-07 09:04:00
BHMEURBRD01,294,470,2,low,0.625531914893617,9,Medium,2016-10-07 09:30:00
BHMEURBRD01,322,470,2,low,0.6851063829787234,9,Medium,2016-10-07 09:57:00
BHMEURBRD01,339,470,4,average,0.7212765957446808,10,Medium,2016-10-07 10:30:00
BHMEURBRD01,351,470,4,average,0.7468085106382979,10,Medium,2016-10-07 10:57:00
BHMEURBRD01,354,470,5,average,0.7531914893617021,11,Low,2016-10-07 11:30:00
BHMEURBRD01,363,470,8,high,0.7723404255319148,12,High,2016-10-07 12:03:00
BHMEURBRD01,362,470,7,high,0.7702127659574468,12,High,2016-10-07 12:30:00
BHMEURBRD01,360,470,5,average,0.7659574468085106,13,Low,2016-10-07 13:04:00
BHMEURBRD01,363,470,7,high,0.7723404255319148,13,High,2016-10-07 13:30:00
BHMEURBRD01,367,470,5,high,0.7808510638297872,14,Low,2016-10-07 14:03:00
BHMEURBRD01,352,470,4,average,0.7489361702127659,14,Medium,2016-10-07 14:30:00
BHMEURBRD01,347,470,2,low,0.7382978723404255,15,Medium,2016-10-07 15:04:00
BHMEURBRD01,333,470,2,low,0.7085106382978723,15,Medium,2016-10-07 15:30:00
BHMEURBRD01,324,470,2,low,0.6893617021276596,15,Medium,2016-10-07 15:57:00
BHMEURBRD01,298,470,2,low,0.6340425531914894,16,Medium,2016-10-07 16:30:00
BHMEURBRD01,52,470,2,low,0.11063829787234042,7,Low,2016-10-08 07:57:00
BHMEURBRD01,54,470,1,average,0.1148936170212766,8,Low,2016-10-08 08:30:00
BHMEURBRD01,61,470,2,low,0.12978723404255318,8,Low,2016-10-08 08:57:00
BHMEURBRD01,60,470,2,low,0.1276595744680851,9,Low,2016-10-08 09:30:00
BHMEURBRD01,63,470,2,low,0.13404255319148936,10,Low,2016-10-08 10:04:00
BHMEURBRD01,76,470,3,average,0.16170212765957448,10,Low,2016-10-08 10:30:00
BHMEURBRD01,88,470,4,average,0.18723404255319148,10,Low,2016-10-08 10:57:00
BHMEURBRD01,97,470,4,average,0.20638297872340425,11,Low,2016-10-08 11:30:00
BHMEURBRD01,103,470,6,high,0.21914893617021278,12,Low,2016-10-08 12:04:00
BHMEURBRD01,102,470,6,high,0.2170212765957447,12,Low,2016-10-08 12:30:00
BHMEURBRD01,116,470,6,high,0.24680851063829787,13,Low,2016-10-08 13:04:00
BHMEURBRD01,126,470,6,high,0.2680851063829787,13,Low,2016-10-08 13:30:00
BHMEURBRD01,135,470,3,average,0.2872340425531915,14,Low,2016-10-08 14:03:00
BHMEURBRD01,141,470,4,average,0.3,14,Low,2016-10-08 14:30:00
BHMEURBRD01,161,470,3,average,0.3425531914893617,14,Medium,2016-10-08 14:57:00
BHMEURBRD01,158,470,3,average,0.33617021276595743,15,Medium,2016-10-08 15:30:00
BHMEURBRD01,170,470,2,low,0.3617021276595745,16,Medium,2016-10-08 16:04:00
BHMEURBRD01,180,470,1,low,0.3829787234042553,16,Medium,2016-10-08 16:30:00
BHMEURBRD01,42,470,2,low,0.08936170212765958,8,Low,2016-10-09 08:04:00
BHMEURBRD01,41,470,1,low,0.08723404255319149,8,Low,2016-10-09 08:30:00
BHMEURBRD01,41,470,2,low,0.08723404255319149,9,Low,2016-10-09 09:04:00
BHMEURBRD01,41,470,2,low,0.08723404255319149,9,Low,2016-10-09 09:30:00
BHMEURBRD01,46,470,2,low,0.09787234042553192,9,Low,2016-10-09 09:57:00
BHMEURBRD01,64,470,4,average,0.13617021276595745,10,Low,2016-10-09 10:30:00
BHMEURBRD01,72,470,6,average,0.15319148936170213,11,Low,2016-10-09 11:04:00
BHMEURBRD01,82,470,5,average,0.17446808510638298,11,Low,2016-10-09 11:30:00
BHMEURBRD01,80,470,5,average,0.1702127659574468,11,Low,2016-10-09 11:57:00
BHMEURBRD01,74,470,8,high,0.1574468085106383,12,Low,2016-10-09 12:30:00
BHMEURBRD01,95,470,8,high,0.20212765957446807,13,Low,2016-10-09 13:04:00
BHMEURBRD01,95,470,8,high,0.20212765957446807,13,Low,2016-10-09 13:30:00
BHMEURBRD01,115,470,5,average,0.24468085106382978,14,Low,2016-10-09 14:03:00
BHMEURBRD01,120,470,5,average,0.2553191489361702,14,Low,2016-10-09 14:30:00
BHMEURBRD01,134,470,3,low,0.2851063829787234,15,Low,2016-10-09 15:04:00
BHMEURBRD01,123,470,3,low,0.26170212765957446,15,Low,2016-10-09 15:30:00
BHMEURBRD01,135,470,3,low,0.2872340425531915,16,Low,2016-10-09 16:03:00
BHMEURBRD01,143,470,3,low,0.30425531914893617,16,Medium,2016-10-09 16:30:00
BHMEURBRD01,115,470,2,low,0.24468085106382978,8,Low,2016-10-10 08:04:00
BHMEURBRD01,196,470,1,low,0.41702127659574467,8,Medium,2016-10-10 08:30:00
BHMEURBRD01,270,470,3,average,0.574468085106383,9,Medium,2016-10-10 09:04:00
BHMEURBRD01,318,470,2,low,0.676595744680851,9,Medium,2016-10-10 09:30:00
BHMEURBRD01,362,470,3,low,0.7702127659574468,10,Low,2016-10-10 10:03:00
BHMEURBRD01,377,470,6,high,0.8021276595744681,10,High,2016-10-10 10:30:00
BHMEURBRD01,380,470,4,average,0.8085106382978723,10,Low,2016-10-10 10:57:00
BHMEURBRD01,384,470,5,average,0.8170212765957446,11,Low,2016-10-10 11:30:00
BHMEURBRD01,407,470,7,high,0.8659574468085106,11,High,2016-10-10 11:57:00
BHMEURBRD01,414,470,8,high,0.8808510638297873,12,High,2016-10-10 12:30:00
BHMEURBRD01,412,470,7,high,0.8765957446808511,13,High,2016-10-10 13:04:00
BHMEURBRD01,406,470,7,high,0.8638297872340426,13,High,2016-10-10 13:30:00
BHMEURBRD01,409,470,5,high,0.8702127659574468,14,Low,2016-10-10 14:03:00
BHMEURBRD01,393,470,4,average,0.8361702127659575,14,Low,2016-10-10 14:30:00
BHMEURBRD01,378,470,4,average,0.8042553191489362,14,Low,2016-10-10 14:57:00
BHMEURBRD01,360,470,2,low,0.7659574468085106,15,Low,2016-10-10 15:30:00
BHMEURBRD01,348,470,2,low,0.7404255319148936,15,Medium,2016-10-10 15:57:00
BHMEURBRD01,318,470,2,low,0.676595744680851,16,Medium,2016-10-10 16:30:00
BHMEURBRD01,121,470,2,low,0.2574468085106383,8,Low,2016-10-11 08:04:00
BHMEURBRD01,188,470,2,low,0.4,8,Medium,2016-10-11 08:30:00
BHMEURBRD01,268,470,2,low,0.5702127659574469,8,Medium,2016-10-11 08:57:00
BHMEURBRD01,332,470,3,average,0.7063829787234043,9,Medium,2016-10-11 09:30:00
BHMEURBRD01,369,470,2,low,0.7851063829787234,9,Low,2016-10-11 09:57:00
BHMEURBRD01,406,470,4,average,0.8638297872340426,10,Low,2016-10-11 10:30:00
BHMEURBRD01,425,470,4,average,0.9042553191489362,10,Low,2016-10-11 10:57:00
BHMEURBRD01,443,470,5,average,0.9425531914893617,11,Low,2016-10-11 11:30:00
BHMEURBRD01,456,470,8,high,0.9702127659574468,12,High,2016-10-11 12:03:00
BHMEURBRD01,463,470,6,average,0.9851063829787234,12,High,2016-10-11 12:30:00
BHMEURBRD01,467,470,8,high,0.9936170212765958,13,High,2016-10-11 13:04:00
BHMEURBRD01,468,470,7,high,0.9957446808510638,13,High,2016-10-11 13:31:00
BHMEURBRD01,453,470,4,average,0.9638297872340426,14,Low,2016-10-11 14:04:00
BHMEURBRD01,436,470,4,average,0.9276595744680851,14,Low,2016-10-11 14:30:00
BHMEURBRD01,426,470,3,average,0.9063829787234042,15,Low,2016-10-11 15:03:00
BHMEURBRD01,402,470,3,low,0.8553191489361702,15,Low,2016-10-11 15:33:00
BHMEURBRD01,379,470,2,low,0.8063829787234043,16,Low,2016-10-11 16:01:00
BHMEURBRD01,351,470,2,low,0.7468085106382979,16,Medium,2016-10-11 16:26:00
BHMEURBRD01,135,470,1,low,0.2872340425531915,8,Low,2016-10-12 08:04:00
BHMEURBRD01,201,470,2,low,0.4276595744680851,8,Medium,2016-10-12 08:31:00
BHMEURBRD01,289,470,2,low,0.6148936170212767,9,Medium,2016-10-12 09:03:00
BHMEURBRD01,335,470,2,low,0.7127659574468085,9,Medium,2016-10-12 09:26:00
BHMEURBRD01,383,470,3,low,0.8148936170212766,10,Low,2016-10-12 10:01:00
BHMEURBRD01,432,470,4,average,0.9191489361702128,10,Low,2016-10-12 10:31:00
BHMEURBRD01,462,470,7,high,0.9829787234042553,11,High,2016-10-12 11:04:00
BHMEURBRD01,461,470,5,average,0.9808510638297873,11,Low,2016-10-12 11:31:00
BHMEURBRD01,469,470,8,high,0.997872340425532,12,High,2016-10-12 12:04:00
BHMEURBRD01,462,470,8,high,0.9829787234042553,12,High,2016-10-12 12:31:00
BHMEURBRD01,448,470,7,high,0.9531914893617022,13,High,2016-10-12 13:04:00
BHMEURBRD01,435,470,7,high,0.925531914893617,13,High,2016-10-12 13:34:00
BHMEURBRD01,440,470,6,high,0.9361702127659575,14,High,2016-10-12 14:03:00
BHMEURBRD01,436,470,4,average,0.9276595744680851,14,Low,2016-10-12 14:34:00
BHMEURBRD01,428,470,2,low,0.9106382978723404,15,Low,2016-10-12 15:01:00
BHMEURBRD01,409,470,3,average,0.8702127659574468,15,Low,2016-10-12 15:30:00
BHMEURBRD01,378,470,3,average,0.8042553191489362,15,Low,2016-10-12 15:57:00
BHMEURBRD01,338,470,2,low,0.7191489361702128,16,Medium,2016-10-12 16:31:00
BHMEURBRD01,123,470,1,low,0.26170212765957446,7,Low,2016-10-13 07:57:00
BHMEURBRD01,218,470,1,low,0.46382978723404256,8,Medium,2016-10-13 08:31:00
BHMEURBRD01,298,470,3,average,0.6340425531914894,9,Medium,2016-10-13 09:04:00
BHMEURBRD01,342,470,2,low,0.7276595744680852,9,Medium,2016-10-13 09:31:00
BHMEURBRD01,376,470,3,low,0.8,9,Low,2016-10-13 09:57:00
BHMEURBRD01,396,470,4,average,0.8425531914893617,10,Low,2016-10-13 10:31:00
BHMEURBRD01,412,470,5,average,0.8765957446808511,11,Low,2016-10-13 11:04:00
BHMEURBRD01,428,470,5,average,0.9106382978723404,11,Low,2016-10-13 11:31:00
BHMEURBRD01,438,470,5,average,0.9319148936170213,11,Low,2016-10-13 11:57:00
BHMEURBRD01,440,470,8,high,0.9361702127659575,12,High,2016-10-13 12:31:00
BHMEURBRD01,436,470,7,high,0.9276595744680851,13,High,2016-10-13 13:04:00
BHMEURBRD01,433,470,7,high,0.9212765957446809,13,High,2016-10-13 13:31:00
BHMEURBRD01,432,470,5,average,0.9191489361702128,13,Low,2016-10-13 13:57:00
BHMEURBRD01,412,470,4,average,0.8765957446808511,14,Low,2016-10-13 14:31:00
BHMEURBRD01,408,470,2,low,0.8680851063829788,15,Low,2016-10-13 15:04:00
BHMEURBRD01,390,470,3,low,0.8297872340425532,15,Low,2016-10-13 15:31:00
BHMEURBRD01,368,470,3,average,0.7829787234042553,16,Low,2016-10-13 16:04:00
BHMEURBRD01,322,470,2,low,0.6851063829787234,16,Medium,2016-10-13 16:31:00
BHMEURBRD01,112,470,2,average,0.23829787234042554,8,Low,2016-10-14 08:01:00
